Node,Node.label,Class,Order,Family,Genus,Trait,Interval.my,Log10Years,d,sd,Taxa,Comparisons,Within.order,Within.family,Within.genus,Tree.source,Trait.source,Comments
9,28,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,1.030614781,6.013096367,-0.005670449,NA,2,1,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,22,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,1.310103535,6.117305618,-0.017201831,0.022318779,10,24,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,27,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,1.938953231,6.287567334,0.016157321,0.019416183,4,4,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,21,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,2.192239915,6.340888081,0.007064019,0.018157328,11,10,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,20,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,4.760836845,6.677683298,0.040744685,0.017356731,12,11,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,26,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,10.18387148,7.00791291,0.080988076,0.016598607,5,4,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,25,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,11.50445584,7.060866081,0.158224449,0.038967281,6,5,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,19,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,12.73566203,7.105021525,-0.105639734,0.070255208,18,72,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,26,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,4.807878457,6.68195348,-0.029413912,0.102331628,4,4,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
16,36,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,5.446875914,6.736147482,-0.286166536,NA,2,1,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
15,35,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,8.832407622,6.946079104,-0.403109748,0.202350298,3,2,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,25,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,8.895280866,6.949159665,0.015674066,0.085963451,7,12,1,1,0.5,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,24,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,8.909532746,6.949854928,-0.15346633,0.098259928,11,28,1,1,0.5,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,23,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,11.00468403,7.041577577,0.125552577,0.103854012,12,11,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
17,37,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,12.11400601,7.083287785,0.108253163,NA,2,1,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,21,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,14.27818371,7.154672966,-0.387968855,0.255120401,17,42,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,22,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,14.61514214,7.164803043,-0.202675043,0.103538379,14,24,1,1,0.5,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,20,Aves,Piciformes,Picidae,Multiple,Log(mass)/3,15.43319248,7.188455773,-0.061587563,0.215159072,19,34,1,1,0,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
10,30,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,1.227952945,6.089181725,0.055819762,NA,2,1,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,27,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,1.324187501,6.121949484,0.055328379,NA,2,1,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
12,32,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,3.235405799,6.50992876,-0.100652538,0.125668973,3,2,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
13,33,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,3.368209488,6.527399095,0.177722766,NA,2,1,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
9,29,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,6.284116559,6.798244232,0.097474435,0.039470533,3,2,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
11,31,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,7.674385122,6.88504359,0.025126414,0.106175907,4,3,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
14,34,Aves,Piciformes,Picidae,Picoides,Log(mass)/3,11.76371222,7.070544392,0.018035768,NA,2,1,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,28,Aves,Piciformes,Picidae,Veniliornis,Log(mass)/3,2.69456759,6.430489082,-0.168386629,NA,2,1,1,1,1,"Weibel, A. C., and W. S. Moore. 2002. Molecular phylogeny of a cosmopolitan group of woodpeckers (genus Picoides) based on COI and cyt b mitochondrial gene sequences. Molecular Phylogenetics and Evolution 22:65-75.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,12,Aves,Piciformes,Ramphastidae,Multiple,Log(mass)/3,8.087077197,6.907791589,0.036729917,0.015017961,3,2,1,1,0,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,11,Aves,Piciformes,Ramphastidae,Multiple,Log(mass)/3,9.286233766,6.967839612,-0.18526671,0.075869636,10,21,1,1,0.5,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,19,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,0.29014962,5.462622006,0.042120968,NA,2,1,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,18,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,1.349533116,6.130183546,-0.010350058,0.029784022,3,2,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,17,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,1.774636047,6.249109299,-0.005118463,NA,2,1,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,16,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,2.533748425,6.403763492,-0.012373483,0.0036193,3,2,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,13,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,2.888000868,6.460597319,0.021238605,NA,2,1,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,15,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,3.110673832,6.492854476,0.200480005,0.007588414,4,3,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,14,Aves,Piciformes,Ramphastidae,Pteroglossus,Log(mass)/3,6.28263896,6.798142103,-0.051416568,0.092742087,7,12,1,1,1,"Eberhard, J. R., and E. Bermingham. 2005. Phylogeny and comparative biogeography of Pionopsitta parrots and Pteroglossus toucans. Mol. Phylo. Evol. 36:288-304.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,19,Aves,Procellariiformes,Procellariidae,Puffinus,Log(mass)/3,0.519533492,5.71561355,-0.066740922,NA,2,1,1,1,1,"Austin, J. J. 1996. Molelucar phylogenetics of Pufinus shearwaters: Preliminary evidence from mitochondrial cytochrome b gene sequences. Mol. Phylo. Evol. 6:77-88.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,18,Aves,Procellariiformes,Procellariidae,Puffinus,Log(mass)/3,1.832039157,6.262934752,-0.025276979,NA,2,1,1,1,1,"Austin, J. J. 1996. Molelucar phylogenetics of Pufinus shearwaters: Preliminary evidence from mitochondrial cytochrome b gene sequences. Mol. Phylo. Evol. 6:77-88.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,17,Aves,Procellariiformes,Procellariidae,Puffinus,Log(mass)/3,2.276377012,6.357244191,-0.015935949,NA,2,1,1,1,1,"Austin, J. J. 1996. Molelucar phylogenetics of Pufinus shearwaters: Preliminary evidence from mitochondrial cytochrome b gene sequences. Mol. Phylo. Evol. 6:77-88.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,15,Aves,Procellariiformes,Procellariidae,Puffinus,Log(mass)/3,2.503672915,6.398577591,-0.05546772,0.133842629,6,8,1,1,1,"Austin, J. J. 1996. Molelucar phylogenetics of Pufinus shearwaters: Preliminary evidence from mitochondrial cytochrome b gene sequences. Mol. Phylo. Evol. 6:77-88.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
